CCAA;Tipo de jornada;Tiempo de trabajo;Periodo;Total
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2005T1;0,3
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2004T4;0,2
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2004T3;0,2
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2004T2;0,2
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2004T1;0,2
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2003T4;0,2
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2003T3;0,4
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2003T2;0,4
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2003T1;0,4
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2002T4;0,3
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2002T3;0,3
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2002T2;0,2
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2002T1;0,2
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2001T4;0,1
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2001T3;0,1
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2001T2;0,1
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2001T1;0,1
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2000T4;0,2
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2000T3;0,1
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2000T2;0,1
09 Cataluña;Jornada a tiempo parcial;Horas extras por trabajador;2000T1;0,1
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2007T4;158,1
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2007T3;159,4
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2007T2;158,5
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2007T1;158,5
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2006T4;159
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2006T3;160,3
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2006T2;159,1
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2006T1;159,1
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2005T4;159,1
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2005T3;160,6
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2005T2;159,7
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2005T1;159,5
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2004T4;159,9
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2004T3;161,7
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2004T2;160,1
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2004T1;160,5
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2003T4;160,9
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2003T3;162,6
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2003T2;160,9
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2003T1;160,8
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2002T4;161,2
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2002T3;161,6
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2002T2;160,8
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2002T1;160,4
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2001T4;160,9
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2001T3;161,3
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2001T2;160,8
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2001T1;161,3
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2000T4;159,7
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2000T3;161,5
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2000T2;160,8
10 Comunitat Valenciana;Ambas jornadas;Horas pactadas;2000T1;160,1
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2007T4;158,7
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2007T3;159,9
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2007T2;159,2
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2007T1;159,3
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2006T4;159,6
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2006T3;161
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2006T2;159,8
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2006T1;159,7
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2005T4;160
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2005T3;161,1
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2005T2;160,4
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2005T1;160,2
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2004T4;160,6
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2004T3;162,4
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2004T2;160,6
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2004T1;161,1
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2003T4;161,5
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2003T3;163,1
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2003T2;161,4
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2003T1;161,4
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2002T4;161,9
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2002T3;162,2
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2002T2;161
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2002T1;160,9
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2001T4;161,4
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2001T3;161,8
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2001T2;161,2
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2001T1;161,9
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2000T4;160,5
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2000T3;162
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2000T2;161,3
10 Comunitat Valenciana;Ambas jornadas;Horas pagadas;2000T1;160,7
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2007T4;133,7
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2007T3;125,5
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2007T2;140,6
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2007T1;143,9
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2006T4;135,4
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2006T3;129
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2006T2;140,2
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2006T1;146,7
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2005T4;139
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2005T3;128,8
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2005T2;147,5
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2005T1;140,9
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2004T4;138,6
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2004T3;130,8
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2004T2;144,2
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2004T1;145
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2003T4;142,4
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2003T3;131,1
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2003T2;143,8
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2003T1;146,3
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2002T4;141,8
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2002T3;129,8
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2002T2;146,8
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2002T1;144,1
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2001T4;140,3
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2001T3;127,5
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2001T2;144,3
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2001T1;149,7
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2000T4;140,5
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2000T3;127,8
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2000T2;145,9
10 Comunitat Valenciana;Ambas jornadas;Horas efectivas;2000T1;149,2
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2007T4;25,2
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2007T3;34,6
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2007T2;18,7
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2007T1;15,5
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2006T4;24,3
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2006T3;32,1
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2006T2;19,7
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2006T1;13,1
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2005T4;21,1
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2005T3;32,6
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2005T2;13
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2005T1;19,5
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2004T4;22,1
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2004T3;31,7
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2004T2;16,5
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2004T1;16,1
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2003T4;19,2
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2003T3;32,1
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2003T2;17,6
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2003T1;15,2
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2002T4;20,2
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2002T3;32,6
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2002T2;14,7
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2002T1;17
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2001T4;21,3
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2001T3;34,5
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2001T2;17
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2001T1;12,3
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2000T4;20,2
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2000T3;34,4
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2000T2;15,6
10 Comunitat Valenciana;Ambas jornadas;Horas no trabajadas;2000T1;11,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2007T4;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2007T3;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2007T2;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2007T1;0,9
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2006T4;0,8
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2006T3;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2006T2;0,8
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2006T1;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2005T4;1
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2005T3;0,8
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2005T2;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2005T1;0,8
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2004T4;0,8
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2004T3;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2004T2;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2004T1;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2003T4;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2003T3;0,6
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2003T2;0,6
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2003T1;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2002T4;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2002T3;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2002T2;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2002T1;0,6
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2001T4;0,6
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2001T3;0,6
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2001T2;0,5
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2001T1;0,7
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2000T4;0,9
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2000T3;0,6
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2000T2;0,6
10 Comunitat Valenciana;Ambas jornadas;Horas extras por trabajador;2000T1;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2007T4;169,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2007T3;170,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2007T2;170,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2007T1;170,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2006T4;170,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2006T3;170,4
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2006T2;170,3
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2006T1;170,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2005T4;170,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2005T3;171,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2005T2;171
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2005T1;171
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2004T4;170,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2004T3;171,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2004T2;171,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2004T1;171,3
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2003T4;170,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2003T3;171,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2003T2;171,3
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2003T1;171
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2002T4;170,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2002T3;171,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2002T2;171,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2002T1;171,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2001T4;171,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2001T3;171,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2001T2;171,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2001T1;171,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2000T4;171,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2000T3;172,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2000T2;172,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pactadas;2000T1;172,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2007T4;170,3
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2007T3;170,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2007T2;171
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2007T1;171,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2006T4;171
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2006T3;171,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2006T2;171,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2006T1;171,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2005T4;171,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2005T3;171,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2005T2;171,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2005T1;171,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2004T4;171,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2004T3;172,4
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2004T2;171,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2004T1;171,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2003T4;171,4
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2003T3;172,4
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2003T2;171,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2003T1;171,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2002T4;171,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2002T3;172,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2002T2;171,4
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2002T1;171,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2001T4;171,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2001T3;172,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2001T2;171,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2001T1;172,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2000T4;172,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2000T3;173,3
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2000T2;172,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas pagadas;2000T1;172,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2007T4;143,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2007T3;133,3
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2007T2;150,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2007T1;154,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2006T4;144,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2006T3;136,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2006T2;150,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2006T1;157,4
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2005T4;149
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2005T3;136,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2005T2;157,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2005T1;151
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2004T4;147,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2004T3;138
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2004T2;154,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2004T1;154,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2003T4;150,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2003T3;137,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2003T2;153
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2003T1;155,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2002T4;150
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2002T3;137,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2002T2;156,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2002T1;153,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2001T4;149,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2001T3;135,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2001T2;154
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2001T1;159,3
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2000T4;150,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2000T3;136,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2000T2;156,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas efectivas;2000T1;160,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2007T4;27,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2007T3;37,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2007T2;20,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2007T1;16,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2006T4;26,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2006T3;34,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2006T2;21
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2006T1;13,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2005T4;22,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2005T3;35,5
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2005T2;14
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2005T1;20,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2004T4;23,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2004T3;34,4
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2004T2;17,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2004T1;17,4
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2003T4;20,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2003T3;34,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2003T2;18,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2003T1;16,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2002T4;21,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2002T3;35,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2002T2;15,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2002T1;18,3
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2001T4;22,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2001T3;37,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2001T2;18,2
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2001T1;13
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2000T4;22,1
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2000T3;36,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2000T2;16,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas no trabajadas;2000T1;12,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2007T4;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2007T3;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2007T2;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2007T1;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2006T4;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2006T3;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2006T2;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2006T1;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2005T4;0,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2005T3;0,9
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2005T2;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2005T1;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2004T4;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2004T3;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2004T2;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2004T1;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2003T4;0,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2003T3;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2003T2;0,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2003T1;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2002T4;0,8
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2002T3;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2002T2;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2002T1;0,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2001T4;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2001T3;0,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2001T2;0,6
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2001T1;0,7
10 Comunitat Valenciana;Jornada a tiempo completo;Horas extras por trabajador;2000T4;1
